Id,Manufacturer,Model,Prod. year,Color,Engine volume,Mileage,Price
376,HYUNDAI,Tucson,2016,Silver,2.0,80000.0,37000
377,SSANGYONG,REXTON,2011,Silver,2.0,186412.0,18826
378,MERCEDES-BENZ,E 350,2011,Black,3.5,230696.0,14583
381,SSANGYONG,Actyon,2010,Silver,2.0,120000.0,18826
382,HYUNDAI,Tucson,2011,White,2.0,142000.0,22649
383,HYUNDAI,H1,2011,White,2.5,42415.0,16590
384,TOYOTA,Camry,2014,Grey,2.5,51000.0,31988
386,TOYOTA,Camry,2015,Silver,2.5,89000.0,21012
387,HONDA,FIT,2014,White,1.5,114000.0,10663
388,MERCEDES-BENZ,E 350,2014,Black,3.5,95987.0,220
392,FORD,Transit,2003,Yellow,2.0,195000.0,11900
393,VOLKSWAGEN,Jetta,2015,Black,1.8,55000.0,17249
396,HONDA,FIT,2010,White,1.3,157000.0,11604
401,VOLKSWAGEN,Jetta,2011,Blue,2.5,156800.0,14113
402,HONDA,FIT,2011,Blue,1.3,188000.0,11917
403,HYUNDAI,Sonata,2013,Black,2.0,162558.0,12777
404,TOYOTA,Prius C,2013,Red,1.5,130000.0,18817
405,TOYOTA,Camry,2012,Silver,2.5,83000.0,23521
407,LEXUS,RX 450,2016,White,3.5,27038.0,392
408,TOYOTA,Prius,2011,Silver,1.8,284678.0,12544
409,CHEVROLET,Cruze,2014,Green,1.4,121000.0,9722
410,HYUNDAI,Sonata,2011,Grey,2.4,224349.0,3450
411,TOYOTA,Prius,2014,Red,1.8,263392.0,1882
412,FORD,Transit,2007,White,2.2,280000.0,15991
413,TOYOTA,Camry,2014,Black,2.5,179381.0,11133
414,HYUNDAI,Elantra,2017,Grey,2.0,284251.0,94
415,MERCEDES-BENZ,E 350,2012,Black,3.5,133000.0,34184
416,CHEVROLET,Cruze,2018,Brown,1.4,25304.0,21169
417,CHEVROLET,Captiva,2008,Black,2.0,71486.0,7495
418,LEXUS,CT 200h,2011,White,1.8,95590.0,4861
419,HYUNDAI,Sonata,2015,Silver,2.0,72369.0,13485
420,LEXUS,GX 460,2016,White,4.6,155976.0,81539
421,HYUNDAI,Elantra,2012,Silver,1.6,147718.0,20005
423,TOYOTA,Camry,2007,Grey,2.4,200000.0,11917
426,LEXUS,CT 200h,2012,White,1.8,192683.0,627
427,CHEVROLET,Lacetti,2010,Grey,1.8,152293.0,12570
431,TOYOTA,Aqua,2015,Silver,1.5,137350.0,14009
432,LEXUS,GX 470,2011,White,4.6,202048.0,392
436,HYUNDAI,Elantra,2017,Blue,1.6,32510.0,21730
437,HYUNDAI,H1,2019,Black,2.5,25541.0,80911
438,HYUNDAI,Genesis,2011,Red,2.0,153651.0,19369
440,HYUNDAI,Tucson,2012,Grey,2.0,160000.0,25299
441,CHEVROLET,Cruze,2018,Grey,1.6,28515.0,7213
444,TOYOTA,Prius,2011,Silver,1.8,160000.0,18817
445,HYUNDAI,Tucson,2019,Blue,2.0,1217.0,61499
446,TOYOTA,Prius,2010,White,1.8,256000.0,17249
449,TOYOTA,Prius,2011,Grey,1.8,141000.0,17249
450,HYUNDAI,Sonata,2017,Silver,2.0,58414.0,51225
451,HYUNDAI,Santa FE,2015,White,2.0,93555.0,49798
452,HYUNDAI,Elantra,2013,Black,1.8,64800.0,17249
453,FORD,Escape,2014,Silver,2.0,127000.0,29166
456,OPEL,Astra,2006,Black,1.3,27000.0,11604
459,KIA,Optima,2013,Black,2.4,0.0,392
460,HYUNDAI,Elantra,2018,Black,2.0,47294.0,627
461,HONDA,Insight,2014,Grey,1.3,149970.0,2274
462,VOLKSWAGEN,Jetta,2015,Silver,1.8,102400.0,19444
464,TOYOTA,Prius,2009,Blue,1.8,174000.0,15367
465,TOYOTA,Highlander,2013,Black,3.5,125605.0,4861
467,CHEVROLET,Orlando,2012,Grey,2.0,228570.0,13564
473,BMW,X5,2012,Black,3.0,229966.0,14583
474,HYUNDAI,H1,2017,White,2.5,137000.0,36827
475,TOYOTA,Highlander,2011,Grey,3.5,368064.0,21639
476,TOYOTA,Prius,2005,White,1.6,18000.0,9
478,SSANGYONG,Actyon,2016,White,1.6,59272.0,40340
479,HONDA,FIT,2012,Grey,1.5,216000.0,10976
482,HYUNDAI,Santa FE,2011,Grey,2.0,143166.0,18688
483,LEXUS,GX 470,2015,Silver,4.6,273493.0,69935
484,HYUNDAI,Elantra,2015,Silver,1.6,68243.0,28830
485,LEXUS,GX 470,2006,Black,4.7,180000.0,42337
486,FORD,Transit,2012,White,2.2,141000.0,23834
487,MERCEDES-BENZ,E 350,2011,Silver,3.5,119379.0,16621
490,HYUNDAI,Elantra,2013,White,1.6,31691.0,11917
492,LEXUS,GX 470,2008,White,4.7,263190.0,862
493,TOYOTA,Camry,2014,Silver,2.5,1440000.0,15994
497,CHEVROLET,Orlando,2012,Silver,2.0,79749.0,11917
498,TOYOTA,Camry,2018,White,2.5,35058.0,18817
500,HYUNDAI,Sonata,2013,Black,2.4,20000.0,21953
501,HYUNDAI,Sonata,2016,White,2.0,38206.0,13808
503,TOYOTA,Prius,2012,Silver,1.8,110990.0,16151
505,HYUNDAI,Tucson,2010,Grey,2.0,171344.0,22947
507,LEXUS,CT 200h,2013,Silver,1.8,65989.0,7840
509,TOYOTA,Camry,2014,Grey,2.5,125000.0,25089
510,LEXUS,GX 470,2008,Black,4.7,218126.0,282
512,TOYOTA,Camry,2014,White,2.5,109798.0,5488
515,HYUNDAI,Genesis,2010,Blue,3.8,151977.0,16621
516,LEXUS,RX 450,2015,Black,3.5,143619.0,13956
517,HYUNDAI,Sonata,2015,White,2.0,676825.0,9418
520,LEXUS,CT 200h,2015,Grey,1.8,115347.0,470
522,HYUNDAI,Elantra,2014,Black,1.8,107155.0,1725
523,HYUNDAI,Elantra,2014,Black,1.8,140082.0,549
524,TOYOTA,Camry,2012,Black,2.5,249422.0,314
527,MERCEDES-BENZ,ML 350,2008,Silver,3.0,213998.0,4547
528,TOYOTA,Aqua,2013,Blue,1.5,52500.0,21285
529,MERCEDES-BENZ,E 350,2014,Black,3.5,219030.0,29793
530,LEXUS,GX 460,2015,Black,4.6,102907.0,706
531,FORD,Fusion,2014,Black,2.0,186048.0,862
532,MERCEDES-BENZ,E 350,2014,Silver,3.5,149486.0,314
535,HYUNDAI,Tucson,2017,White,1.7,97880.0,35570
536,TOYOTA,Prius C,2012,Black,1.5,175000.0,8781
538,HYUNDAI,Tucson,2014,Red,2.4,128000.0,24148
539,TOYOTA,Prius,2013,White,1.8,105328.0,706
540,TOYOTA,Prius,2014,Black,1.8,160000.0,22580
541,TOYOTA,Camry,2013,Blue,2.5,136861.0,4861
542,TOYOTA,Prius,2008,Silver,1.5,210452.0,12858
543,HONDA,FIT,2011,Black,1.3,185000.0,8154
545,FORD,Fusion,2014,Silver,2.0,137328.0,4861
546,BMW,X5,2011,Black,3.0,129600.0,36065
547,FORD,Escape,2008,Grey,0.4,220474.0,282
550,FORD,Fusion,2013,White,1.6,46000.0,24775
551,HYUNDAI,Sonata,2011,Grey,2.0,163374.0,15257
555,CHEVROLET,Orlando,2012,White,2.0,137433.0,22825
557,LEXUS,CT 200h,2015,White,1.8,94949.0,16935
560,HONDA,Civic,2018,White,2.0,0.0,38213
561,SSANGYONG,Actyon,2016,White,1.6,48910.0,44134
563,TOYOTA,Camry,2013,Black,2.5,493571.0,392
566,HONDA,Civic,2017,White,1.5,58282.0,9565
567,VOLKSWAGEN,Jetta,1999,White,2.0,284000.0,348
568,VOLKSWAGEN,Jetta,2010,Silver,2.5,110000.0,12544
569,BMW,X5,2007,Black,4.8,210000.0,24148
570,OPEL,Astra,2004,White,1.6,171000.0,6272
571,HYUNDAI,Sonata,2013,White,2.4,77000.0,100
574,HONDA,FIT,2011,Black,1.3,127000.0,10663
575,HYUNDAI,Santa FE,2015,White,2.0,153958.0,44247
577,VOLKSWAGEN,Jetta,2016,Grey,1.4,36000.0,19444
578,TOYOTA,Prius,2008,Grey,1.8,200000.0,11917
580,HONDA,Civic,2015,Orange,2.4,78006.0,54157
581,HYUNDAI,Tucson,2016,Black,1.7,71867.0,49889
582,TOYOTA,Prius,2007,Sky blue,1.5,113000.0,9408
584,TOYOTA,Camry,2013,Black,2.5,101000.0,22894
588,HYUNDAI,Elantra,2012,Black,1.8,136000.0,18189
589,FORD,Transit,2007,White,2.4,350000.0,70
590,HONDA,FIT,2014,Silver,1.5,121000.0,10976
593,HYUNDAI,Sonata,2012,White,2.4,123862.0,470
594,TOYOTA,RAV 4,2016,Black,2.5,99200.0,40769
601,LEXUS,GX 460,2015,Black,4.6,129931.0,784
602,HYUNDAI,Sonata,2015,Silver,2.0,348486.0,12231
604,TOYOTA,RAV 4,2017,Carnelian red,2.5,34454.0,51746
605,HYUNDAI,Sonata,2011,Black,2.0,200867.0,17035
607,TOYOTA,Prius,2014,White,1.8,140414.0,188
608,HYUNDAI,Elantra,2015,Grey,1.6,87534.0,27654
609,KIA,Optima,2013,White,2.0,91000.0,17719
610,MERCEDES-BENZ,ML 350,2012,White,3.5,224118.0,94
611,HYUNDAI,H1,2010,White,2.5,124850.0,14081
613,TOYOTA,Prius,2010,White,1.8,265315.0,282
614,HYUNDAI,Sonata,2015,Red,2.4,234618.0,2666
615,CHEVROLET,Orlando,2016,White,1.6,125774.0,23994
617,TOYOTA,Prius,2011,Blue,1.8,161000.0,14740
618,TOYOTA,RAV 4,2017,White,2.5,32000.0,59586
619,TOYOTA,Prius,2016,Grey,1.8,80000.0,18817
620,HYUNDAI,Elantra,2010,Silver,1.6,130814.0,11563
621,HYUNDAI,Santa FE,2016,White,2.0,109446.0,45376
622,TOYOTA,RAV 4,2002,Silver,2.0,140000.0,15681
623,HYUNDAI,Tucson,2017,White,1.7,143544.0,33707
624,FORD,Transit,1999,White,2.4,0.0,12544
625,HYUNDAI,Sonata,2014,Silver,2.0,418369.0,11604
627,HYUNDAI,Elantra,2013,Silver,1.6,84800.0,17876
628,TOYOTA,Prius,2014,White,1.8,187334.0,188
629,MERCEDES-BENZ,E 350,2006,Silver,3.5,220000.0,18189
632,HYUNDAI,H1,2016,Grey,2.5,51831.0,44247
633,TOYOTA,Camry,2019,Grey,2.5,3000.0,71503
635,LEXUS,GX 460,2012,Black,4.6,150909.0,4077
639,BMW,X5,2011,Black,4.4,139363.0,157
640,HYUNDAI,Sonata,2016,Orange,2.0,547288.0,13172
644,SSANGYONG,Actyon,2011,Black,2.0,102000.0,20883
647,SSANGYONG,REXTON,2014,Carnelian red,2.0,67861.0,25402
648,HONDA,FIT,2011,Grey,1.3,14590.0,9095
649,HYUNDAI,Elantra,2013,Blue,1.8,89962.0,2666
650,TOYOTA,Camry,2019,White,2.5,25000.0,87497
651,TOYOTA,Camry,2013,Black,2.5,190549.0,5018
652,HYUNDAI,Tucson,2008,Black,2.0,270000.0,12231
654,HYUNDAI,Elantra,2012,Grey,1.6,36239.0,20005
655,TOYOTA,Camry,2013,Black,2.5,190549.0,5018
657,SSANGYONG,Actyon,2010,Silver,2.0,127500.0,13068
659,HYUNDAI,Elantra,2013,Black,1.8,157859.0,314
660,HYUNDAI,Santa FE,2015,Black,2.4,245653.0,1019
665,HYUNDAI,Sonata,2011,Silver,2.0,72000.0,17249
667,TOYOTA,Highlander,2014,Black,3.5,166560.0,39201
668,HONDA,Civic,2013,Blue,1.8,87000.0,36235
671,HYUNDAI,Tucson,2011,Black,2.0,134312.0,25299
673,TOYOTA,Camry,2013,Silver,2.5,232032.0,392
676,HONDA,FIT,2013,Red,1.5,94500.0,19124
679,CHEVROLET,Captiva,2010,White,2.0,61232.0,11917
684,HYUNDAI,Elantra,2013,Grey,1.8,117000.0,18503
685,TOYOTA,Aqua,2012,Green,1.5,111111.0,14113
689,SSANGYONG,REXTON,2013,Silver,2.0,152847.0,32035
690,HYUNDAI,Santa FE,2011,White,2.2,78305.0,14376
691,HYUNDAI,Tucson,2012,Black,2.4,221126.0,220
693,HONDA,FIT,2003,Blue,1.3,155000.0,6899
694,HYUNDAI,Elantra,2019,Black,2.0,29496.0,5488
695,TOYOTA,Prius,2012,Grey,1.8,1000.0,18817
696,HYUNDAI,Sonata,2011,Grey,2.4,224349.0,3450
697,HONDA,FIT,2005,Silver,1.3,157000.0,25
698,VOLKSWAGEN,Jetta,2003,Black,2.0,137000.0,7997
699,TOYOTA,RAV 4,2017,Grey,2.5,50000.0,38888
701,LEXUS,GX 470,2008,White,4.7,146000.0,35438
702,HYUNDAI,Tucson,2015,Black,2.0,0.0,1019
705,HONDA,FIT,2012,White,1.3,129000.0,7150
706,LEXUS,RX 450,2011,Black,3.5,101816.0,188
711,MERCEDES-BENZ,ML 350,2012,Grey,3.0,131000.0,59272
714,HYUNDAI,Elantra,2011,White,1.8,195200.0,14426
715,CHEVROLET,Captiva,2007,Silver,2.0,68075.0,6144
717,MERCEDES-BENZ,E 350,2011,Silver,3.5,170429.0,15994
718,KIA,Optima,2014,White,2.4,88000.0,11133
719,TOYOTA,RAV 4,2006,Black,2.2,198000.0,18189
722,CHEVROLET,Volt,2017,Blue,1.5,52062.0,26030
724,LEXUS,GX 460,2013,Black,4.6,76800.0,81539
726,MERCEDES-BENZ,E 350,2012,Black,3.5,318285.0,627
727,CHEVROLET,Volt,2013,Grey,1.4,0.0,5802
728,CHEVROLET,Cruze,2012,White,2.0,62649.0,8624
729,HYUNDAI,Elantra,2016,White,1.8,77600.0,21953
731,HYUNDAI,Sonata,2014,Orange,2.0,502500.0,8154
